Symbol,Nasdaq Traded,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
JE$A,True,"Just Energy Group, Inc. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares",N, ,False,100.0,False,,JEpA,JE-A,False
JEC,True,Jacobs Engineering Group Inc. Common Stock,N, ,False,100.0,False,,JEC,JEC,False
JELD,True,"JELD-WEN Holding, Inc. Common Stock",N, ,False,100.0,False,,JELD,JELD,False
JEM,True,iPath GEMS Index ETN,P, ,False,100.0,False,,JEM,JEM,False
JEMD,True,"Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest, $0.01 par value per share",N, ,False,100.0,False,,JEMD,JEMD,False
JEQ,True,"Aberdeen Japan Equity Fund, Inc.  Common Stock",N, ,False,100.0,False,,JEQ,JEQ,False
JETS,True,U.S. Global Jets ETF,P, ,True,100.0,False,,JETS,JETS,False
JFR,True,Nuveen Floating Rate Income Fund Common Stock,N, ,False,100.0,False,,JFR,JFR,False
JGH,True,Nuveen Global High Income Fund Common Shares of Beneficial Interest,N, ,False,100.0,False,,JGH,JGH,False
JHA,True,Nuveen High Income December 2018 Target Term Fund,N, ,False,100.0,False,,JHA,JHA,False
JHB,True,Nuveen High Income November 2021 Target Term Fund Nuveen High Income November 2021 Target Term Fund,N, ,False,100.0,False,,JHB,JHB,False
JHD,True,Nuveen High Income December 2019 Target Term Fund Common Shares of Beneficial Interest,N, ,False,100.0,False,,JHD,JHD,False
JHDG,True,WisdomTree Japan Hedged Quality Dividend Growth Fund,P, ,True,100.0,False,,JHDG,JHDG,False
JHG,True,Janus Henderson Group plc Ordinary Shares,N, ,False,100.0,False,,JHG,JHG,False
JHI,True,John Hancock Investors Trust Common Stock,N, ,False,100.0,False,,JHI,JHI,False
JHMA,True,John Hancock Multifactor Materials ETF,P, ,True,100.0,False,,JHMA,JHMA,False
JHMC,True,John Hancock Multifactor Consumer Discretionary ETF,P, ,True,100.0,False,,JHMC,JHMC,False
JHMD,True,John Hancock Exchange-Traded Fund Trust John Hancock Multifactor Developed International ETF,P, ,True,100.0,False,,JHMD,JHMD,False
JHME,True,John Hancock Multifactor Energy ETF,P, ,True,100.0,False,,JHME,JHME,False
JHMF,True,John Hancock Multifactor Financials ETF,P, ,True,100.0,False,,JHMF,JHMF,False
JHMH,True,John Hancock Multifactor Healthcare ETF,P, ,True,100.0,False,,JHMH,JHMH,False
JHMI,True,John Hancock Multifactor Industrials ETF,P, ,True,100.0,False,,JHMI,JHMI,False
JHML,True,John Hancock Multifactor Large Cap ETF,P, ,True,100.0,False,,JHML,JHML,False
JHMM,True,John Hancock Multifactor Mid Cap ETF,P, ,True,100.0,False,,JHMM,JHMM,False
JHMS,True,John Hancock Multifactor Consumer Staples ETF,P, ,True,100.0,False,,JHMS,JHMS,False
JHMT,True,John Hancock Multifactor Technology ETF,P, ,True,100.0,False,,JHMT,JHMT,False
JHMU,True,John Hancock Multifactor Utilities ETF,P, ,True,100.0,False,,JHMU,JHMU,False
JHS,True,John Hancock Income Securities Trust Common Stock,N, ,False,100.0,False,,JHS,JHS,False
JHSC,True,John Hancock Multifactor Small Cap ETF,P, ,True,100.0,False,,JHSC,JHSC,False
JHX,True,James Hardie Industries plc American Depositary Shares (Ireland),N, ,False,100.0,False,,JHX,JHX,False
JHY,True,Nuveen High Income 2020 Target Term Fund Common Shares of Beneficial Interest,N, ,False,100.0,False,,JHY,JHY,False
JILL,True,"J. Jill, Inc. Common Stock",N, ,False,100.0,False,,JILL,JILL,False
JJA,True,iPath Bloomberg Agriculture Total Return Sub-Index ETN,P, ,False,100.0,False,,JJA,JJA,False
JJAB,True,iPathA Series B Bloomberg Agriculture Subindex Total Return ETN,P, ,False,100.0,False,,JJAB,JJAB,False
JJC,True,iPath Bloomberg Copper Subindex Total Return Sub-Index ETN,P, ,False,100.0,False,,JJC,JJC,False
JJCB,True,iPathA Series B Bloomberg Copper Subindex Total Return ETN,P, ,False,100.0,False,,JJCB,JJCB,False
JJE,True,iPath Bloomberg Energy Total Return Sub-Index ETN,P, ,False,100.0,False,,JJE,JJE,False
JJEB,True,iPathA Series B Bloomberg Energy Subindex Total Return ETN,P, ,False,100.0,False,,JJEB,JJEB,False
JJG,True,iPath Bloomberg Grains Total Return Sub-Index ETN,P, ,False,100.0,False,,JJG,JJG,False
JJGB,True,iPathA Series B Bloomberg Grains Subindex Total Return ETN,P, ,False,100.0,False,,JJGB,JJGB,False
JJM,True,iPath Bloomberg Industrial Metals Total Return Sub-Index ETN,P, ,False,100.0,False,,JJM,JJM,False
JJMB,True,iPathA Series B Bloomberg Industrial Metals Subindex Total Return ETN,P, ,False,100.0,False,,JJMB,JJMB,False
JJN,True,iPath Bloomberg Nickel Subindex Total Return ETN,P, ,False,100.0,False,,JJN,JJN,False
JJP,True,iPath Bloomberg Precious Metals Subindex Total Return SM Index ETN,P, ,False,100.0,False,,JJP,JJP,False
JJPB,True,iPathA Series B Bloomberg Precious Metals Subindex Total Return ETN,P, ,False,100.0,False,,JJPB,JJPB,False
JJS,True,iPath Bloomberg Softs Subindex Total Return SM Index ETN,P, ,False,100.0,False,,JJS,JJS,False
JJSB,True,iPathA Series B Bloomberg Softs Subindex Total Return ETN,P, ,False,100.0,False,,JJSB,JJSB,False
JJSF,True,J & J Snack Foods Corp. - Common Stock,Q,Q,False,100.0,False,N,,JJSF,False
JJT,True,iPath Bloomberg Tin Subindex Total Return SM ETN,P, ,False,100.0,False,,JJT,JJT,False
JJTB,True,iPathA Series B Bloomberg Tin Subindex Total Return ETN,P, ,False,100.0,False,,JJTB,JJTB,False
JJU,True,iPath Bloomberg Aluminum Subindex Total Return SM IndexETN,P, ,False,100.0,False,,JJU,JJU,False
JJUB,True,iPathA Series B Bloomberg Aluminum Subindex Total Return ETN,P, ,False,100.0,False,,JJUB,JJUB,False
JKD,True,iShares Morningstar Large-Cap ETF,P, ,True,100.0,False,,JKD,JKD,False
JKE,True,iShares Morningstar Large-Cap Growth ETF,P, ,True,100.0,False,,JKE,JKE,False
JKF,True,iShares Morningstar Large-Cap  Value ETF,P, ,True,100.0,False,,JKF,JKF,False
JKG,True,iShares Morningstar Mid-Cap ETF,P, ,True,100.0,False,,JKG,JKG,False
JKH,True,iShares Morningstar Mid-Cap Growth ETF,P, ,True,100.0,False,,JKH,JKH,False
JKHY,True,"Jack Henry & Associates, Inc. - Common Stock",Q,Q,False,100.0,False,N,,JKHY,False
JKI,True,iShares Morningstar Mid-Cap ETF,Q,G,True,100.0,False,N,,JKI,False
JKJ,True,iShares Morningstar Small-Cap ETF,P, ,True,100.0,False,,JKJ,JKJ,False
JKK,True,iShares Morningstar Small-Cap Growth ETF,P, ,True,100.0,False,,JKK,JKK,False
JKL,True,iShares Morningstar Small-Cap Value ETFnd,P, ,True,100.0,False,,JKL,JKL,False
JKS,True,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),N, ,False,100.0,False,,JKS,JKS,False
JLL,True,Jones Lang LaSalle Incorporated Common Stock,N, ,False,100.0,False,,JLL,JLL,False
JLS,True,Nuveen Mortgage Opportunity Term Fund Nuveen Mortgage Opportunity Term Fund,N, ,False,100.0,False,,JLS,JLS,False
JMBA,True,"Jamba, Inc. - Common Stock",Q,G,False,100.0,False,H,,JMBA,False
JMEI,True,"Jumei International Holding Limited American Depositary Shares, each representing one Class A ordinary share",N, ,False,100.0,False,,JMEI,JMEI,False
JMF,True,Nuveen Energy MLP Total Return Fund Common Shares of Beneficial Interest,N, ,False,100.0,False,,JMF,JMF,False
JMIN,True,JPMorgan U.S. Minimum Volatility ETF,P, ,True,100.0,False,,JMIN,JMIN,False
JMLP,True,Nuveen All Cap Energy MLP Opportunities Fund Common Shares of Beneficial Interest,N, ,False,100.0,False,,JMLP,JMLP,False
JMM,True,Nuveen Multi-Market Income Fund (MA),N, ,False,100.0,False,,JMM,JMM,False
JMOM,True,JPMorgan U.S. Momentum Factor ETF,P, ,True,100.0,False,,JMOM,JMOM,False
JMP,True,JMP Group LLC Common Shares,N, ,False,100.0,False,,JMP,JMP,False
JMPB,True,JMP Group Inc 8.00% Senior Notes due 2023,N, ,False,100.0,False,,JMPB,JMPB,False
JMPD,True,JMP Group LLC 7.25% Senior Notes due 2027,N, ,False,100.0,False,,JMPD,JMPD,False
JMT,True,Nuveen Mortgage Opportunity Term Fund 2 Common Shares of Beneficial Interest,N, ,False,100.0,False,,JMT,JMT,False
JMU,True,JMU Limited - ADS,Q,G,False,100.0,False,D,,JMU,False
JNCE,True,"Jounce Therapeutics, Inc. - Common Stock",Q,Q,False,100.0,False,N,,JNCE,False
JNJ,True,Johnson & Johnson Common Stock,N, ,False,100.0,False,,JNJ,JNJ,False
JNK,True,SPDR Bloomberg Barclays High Yield Bond ETF,P, ,True,100.0,False,,JNK,JNK,False
JNP,True,"Juniper Pharmaceuticals, Inc. - Common Stock",Q,Q,False,100.0,False,N,,JNP,False
JNPR,True,"Juniper Networks, Inc. Common Stock",N, ,False,100.0,False,,JNPR,JNPR,False
JNUG,True,Direxion Daily Junior Gold Miners Index Bull 3X Shares,P, ,True,100.0,False,,JNUG,JNUG,False
JO,True,iPath Bloomberg Coffee Subindex Total Return SM Index ETN,P, ,False,100.0,False,,JO,JO,False
JOB,True,GEE Group Inc. Common Stock,A, ,False,100.0,False,,JOB,JOB,False
JOBS,True,"51job, Inc. - American Depositary Shares, each representing two common shares",Q,Q,False,100.0,False,N,,JOBS,False
JOE,True,St. Joe Company (The) Common Stock,N, ,False,100.0,False,,JOE,JOE,False
JOF,True,Japan Smaller Capitalization Fund Inc Common Stock,N, ,False,100.0,False,,JOF,JOF,False
JONE,True,"Jones Energy, Inc. Class A Common Stock",N, ,False,100.0,False,,JONE,JONE,False
JOUT,True,Johnson Outdoors Inc. - Class A Common Stock,Q,Q,False,100.0,False,N,,JOUT,False
JP,True,"Jupai Holdings Limited American Depositary Shares, each representing six ordinary shares",N, ,False,100.0,False,,JP,JP,False
JPC,True,Nuveen Preferred & Income Opportunities Fund,N, ,False,100.0,False,,JPC,JPC,False
JPED,True,JPMorgan Event Driven ETF,P, ,True,100.0,False,,JPED,JPED,False
JPEH,True,JPMorgan Diversified Return Europe Currency Hedged ETF,P, ,True,100.0,False,,JPEH,JPEH,False
JPEM,True,JPMorgan Diversified Return Emerging Markets Equity ETF,P, ,True,100.0,False,,JPEM,JPEM,False
JPEU,True,JPMorgan Diversified Return Europe Equity ETF,P, ,True,100.0,False,,JPEU,JPEU,False
JPGB,True,JPMorgan Global Bond Opportunities ETF,Z, ,True,100.0,False,,JPGB,JPGB,False
JPGE,True,JPMorgan Diversified Return Global Equity ETF,P, ,True,100.0,False,,JPGE,JPGE,False
JPHF,True,J P Morgan Chase & Co ETF,P, ,True,100.0,False,,JPHF,JPHF,False
JPHY,True,JPMorgan Disciplined HY ETF,Z, ,True,100.0,False,,JPHY,JPHY,False
JPI,True,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,N, ,False,100.0,False,,JPI,JPI,False
JPIH,True,JPMorgan Diversified Return International Currency Hedged ETF,P, ,True,100.0,False,,JPIH,JPIH,False
JPIN,True,JPMorgan Diversified Return International Equity ETF,P, ,True,100.0,False,,JPIN,JPIN,False
JPLS,True,JPMorgan Long/Short ETF,P, ,True,100.0,False,,JPLS,JPLS,False
JPM,True,JP Morgan Chase & Co. Common Stock,N, ,False,100.0,False,,JPM,JPM,False
JPM$A,True,J P Morgan Chase & Co Depositary Shs Repstg 1/400 Pfd Ser P,N, ,False,100.0,False,,JPMpA,JPM-A,False
JPM$B,True,JP Morgan Chase & Co Depositary Shares Representing 1/400th Preferred Series T,N, ,False,100.0,False,,JPMpB,JPM-B,False
JPM$E,True,J P Morgan Chase & Co Depository Shares Representing 1/400th Int Perp Pfd Ser W,N, ,False,100.0,False,,JPMpE,JPM-E,False
JPM$F,True,"J P Morgan Chase & Co Depositary Shares, each representing 1/400th interest in a share of 6.125% Non-Cumulative Preferred Stock, Series Y",N, ,False,100.0,False,,JPMpF,JPM-F,False
JPM$G,True,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.10% Non-Cumulative Preferred Stock, Series AA",N, ,False,100.0,False,,JPMpG,JPM-G,False
JPM$H,True,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.15% Non-Cumulative Preferred Stock, Series BB",N, ,False,100.0,False,,JPMpH,JPM-H,False
JPM.W,True,"J P Morgan Chase & Co Warrant expiring October 28, 2018",N, ,False,100.0,False,,JPM.WS,JPM+,False
JPMB,True,JPMorgan USD Emerging Markets Sovereign Bond ETF,P, ,True,100.0,False,,JPMB,JPMB,False
JPME,True,JPMorgan Diversified Return U.S. Mid Cap Equity ETF,P, ,True,100.0,False,,JPME,JPME,False
JPMF,True,JPMorgan Managed Futures Strategy ETF,P, ,True,100.0,False,,JPMF,JPMF,False
JPMV,True,iShares Edge MSCI Min Vol Japan ETF,P, ,True,100.0,False,,JPMV,JPMV,False
JPN,True,Xtrackers Japan JPX-Nikkei 400 Equity ETF,P, ,True,100.0,False,,JPN,JPN,False
JPNL,True,Direxion Daily Japan Bull 3X ETF,P, ,True,100.0,False,,JPNL,JPNL,False
JPS,True,Nuveen Preferred & Income Securities Fund,N, ,False,100.0,False,,JPS,JPS,False
JPSE,True,JPMorgan Diversified Return U.S. Small Cap Equity ETF,P, ,True,100.0,False,,JPSE,JPSE,False
JPST,True,JPMorgan Ultra-Short Income ETF,Z, ,True,100.0,False,,JPST,JPST,False
JPT,True,Nuveen Preferred and Income 2022 Term Fund Common Shares of Beneficial Interest,N, ,False,100.0,False,,JPT,JPT,False
JPUS,True,JPMorgan Diversified Return U.S. Equity ETF,P, ,True,100.0,False,,JPUS,JPUS,False
JPXN,True,iShares JPX-Nikkei 400 ETF,P, ,True,100.0,False,,JPXN,JPXN,False
JQC,True,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,N, ,False,100.0,False,,JQC,JQC,False
JQUA,True,JPMorgan U.S. Quality Factor ETF,P, ,True,100.0,False,,JQUA,JQUA,False
JRI,True,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,N, ,False,100.0,False,,JRI,JRI,False
JRJC,True,China Finance Online Co. Limited - American Depositary Shares representing 5 ordinary shares,Q,Q,False,100.0,False,N,,JRJC,False
JRJR,True,"JRjr33, Inc. Common Stock",A, ,False,100.0,False,,JRJR,JRJR,False
JRO,True,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,N, ,False,100.0,False,,JRO,JRO,False
JRS,True,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,N, ,False,100.0,False,,JRS,JRS,False
JRVR,True,"James River Group Holdings, Ltd. - Common Shares",Q,Q,False,100.0,False,N,,JRVR,False
JSD,True,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,N, ,False,100.0,False,,JSD,JSD,False
JSM,True,"Navient Corporation - 6% Senior Notes due December 15, 2043",Q,Q,False,100.0,False,N,,JSM,False
JSMD,True,Janus Henderson Small/Mid Cap Growth Alpha ETF,Q,G,True,100.0,False,N,,JSMD,False
JSML,True,Janus Henderson Small Cap Growth Alpha ETF,Q,G,True,100.0,False,N,,JSML,False
JSYN,True,Jensyn Acquistion Corp. - Common Stock,Q,S,False,100.0,False,D,,JSYN,False
JSYNR,True,Jensyn Acquistion Corp. - Rights,Q,S,False,100.0,False,D,,JSYNR,False
JSYNU,True,Jensyn Acquistion Corp. - Unit,Q,S,False,100.0,False,D,,JSYNU,False
JSYNW,True,Jensyn Acquistion Corp. - Warrants,Q,S,False,100.0,False,D,,JSYNW,False
JT,True,"Jianpu Technology Inc. American depositary shares, each two representing five Class A ordinary shares",N, ,False,100.0,False,,JT,JT,False
JTA,True,Nuveen Tax-Advantaged Total Return Strategy Fund Common Share of Beneficial Interest,N, ,False,100.0,False,,JTA,JTA,False
JTD,True,Nuveen Tax-Advantaged Dividend Growth Fund Common Shares of Beneficial Interest,N, ,False,100.0,False,,JTD,JTD,False
JTPY,True,JetPay Corporation - Common Stock,Q,S,False,100.0,False,D,,JTPY,False
JVA,True,"Coffee Holding Co., Inc. - Common Stock",Q,S,False,100.0,False,N,,JVA,False
JVAL,True,JPMorgan U.S. Value Factor ETF,P, ,True,100.0,False,,JVAL,JVAL,False
JW.A,True,"John Wiley & Sons, Inc. Common Stock",N, ,False,100.0,False,,JW.A,JW.A,False
JW.B,True,"John Wiley & Sons, Inc. Common Stock",N, ,False,100.0,False,,JW.B,JW.B,False
JWN,True,"Nordstrom, Inc. Common Stock",N, ,False,100.0,False,,JWN,JWN,False
JXI,True,iShares Global Utilities ETF,P, ,True,100.0,False,,JXI,JXI,False
JXSB,True,Jacksonville Bancorp Inc. - Common Stock,Q,S,False,100.0,False,N,,JXSB,False
JYN,True,BARCLAYS BANK PLC iPath JPY/USD Exchange Rate ETN,P, ,False,100.0,False,,JYN,JYN,False
JYNT,True,The Joint Corp. - Common Stock,Q,S,False,100.0,False,N,,JYNT,False
K,True,Kellogg Company Common Stock,N, ,False,100.0,False,,K,K,False
KAAC,True,Kayne Anderson Acquisition Corp. - Class A Common Stock,Q,S,False,100.0,False,N,,KAAC,False
KAACU,True,Kayne Anderson Acquisition Corp. - Unit,Q,S,False,100.0,False,N,,KAACU,False
KAACW,True,Kayne Anderson Acquisition Corp. - Warrant,Q,S,False,100.0,False,N,,KAACW,False
KAI,True,Kadant Inc Common Stock,N, ,False,100.0,False,,KAI,KAI,False
KALA,True,"Kala Pharmaceuticals, Inc. - Common Stock",Q,Q,False,100.0,False,N,,KALA,False
KALU,True,Kaiser Aluminum Corporation - Common Stock,Q,Q,False,100.0,False,N,,KALU,False
KALV,True,"KalVista Pharmaceuticals, Inc. - Common Stock",Q,G,False,100.0,False,N,,KALV,False
KAMN,True,Kaman Corporation Common Stock,N, ,False,100.0,False,,KAMN,KAMN,False
KANG,True,"iKang Healthcare Group, Inc. - American Depositary Shares",Q,Q,False,100.0,False,N,,KANG,False
KAP,True,"KCAP Financial, Inc. 7.375% Senior Notes due 2019",N, ,False,100.0,False,,KAP,KAP,False
KAR,True,"KAR Auction Services, Inc Common Stock",N, ,False,100.0,False,,KAR,KAR,False
KARS,True,KraneShares Electric Vehicles and Future Mobility Index ETF,P, ,True,100.0,False,,KARS,KARS,False
KB,True,KB Financial Group Inc,N, ,False,100.0,False,,KB,KB,False
KBA,True,KraneShares Bosera MSCI China A ETF,P, ,True,100.0,False,,KBA,KBA,False
KBAL,True,"Kimball International, Inc. - Class B Common Stock",Q,Q,False,100.0,False,N,,KBAL,False
KBE,True,SPDR S&P Bank ETF,P, ,True,100.0,False,,KBE,KBE,False
KBH,True,KB Home Common Stock,N, ,False,100.0,False,,KBH,KBH,False
KBLM,True,KBL Merger Corp. IV - Common Stock,Q,S,False,100.0,False,N,,KBLM,False
KBLMR,True,KBL Merger Corp. IV - Right,Q,S,False,100.0,False,N,,KBLMR,False
KBLMU,True,KBL Merger Corp. IV - Unit,Q,S,False,100.0,False,N,,KBLMU,False
KBLMW,True,KBL Merger Corp. IV - Warrant,Q,S,False,100.0,False,N,,KBLMW,False
KBR,True,"KBR, Inc. Common Stock",N, ,False,100.0,False,,KBR,KBR,False
KBSF,True,KBS Fashion Group Limited - Common Stock,Q,S,False,100.0,False,N,,KBSF,False
KBWB,True,PowerShares KBW Bank Portfolio,Q,G,True,100.0,False,N,,KBWB,False
KBWD,True,PowerShares KBW High Dividend Yield Financial Portfolio,Q,G,True,100.0,False,N,,KBWD,False
KBWP,True,PowerShares KBW Property & Casualty Insurance Portfolio,Q,G,True,100.0,False,N,,KBWP,False
KBWR,True,PowerShares KBW Regional Banking Portfolio,Q,G,True,100.0,False,N,,KBWR,False
KBWY,True,PowerShares KBW Premium Yield Equity REIT Portfolio,Q,G,True,100.0,False,N,,KBWY,False
KCAP,True,"KCAP Financial, Inc. - common stock",Q,Q,False,100.0,False,N,,KCAP,False
KCAPL,True,"KCAP Financial, Inc. - 6.125% Notes due 2022",Q,Q,False,100.0,False,N,,KCAPL,False
KCE,True,SPDR S&P Capital Markets ETF,P, ,True,100.0,False,,KCE,KCE,False
KCNY,True,KraneShares E Fund China Commercial Paper ETF,P, ,True,100.0,False,,KCNY,KCNY,False
KDMN,True,"Kadmon Holdings, Inc. Common Stock",N, ,False,100.0,False,,KDMN,KDMN,False
KE,True,"Kimball Electronics, Inc. - Common Stock",Q,Q,False,100.0,False,N,,KE,False
KED,True,Kayne Anderson Energy Development Company Common Stock,N, ,False,100.0,False,,KED,KED,False
KEG,True,"Key Energy Services, Inc. Common Stock",N, ,False,100.0,False,,KEG,KEG,False
KELYA,True,"Kelly Services, Inc. - Class A Common Stock",Q,Q,False,100.0,False,N,,KELYA,False
KELYB,True,"Kelly Services, Inc. - Class B Common Stock",Q,Q,False,100.0,False,N,,KELYB,False
KEM,True,KEMET Corporation Common Stock,N, ,False,100.0,False,,KEM,KEM,False
KEMP,True,KraneShares FTSE Emerging Markets Plus ETF,Z, ,True,100.0,False,,KEMP,KEMP,False
KEMQ,True,KraneShares Emerging Markets Consumer Technology Index ETF,P, ,True,100.0,False,,KEMQ,KEMQ,False
KEN,True,Kenon Holdings Ltd. Ordinary Shares,N, ,False,100.0,False,,KEN,KEN,False
KEP,True,Korea Electric Power Corporation Common Stock,N, ,False,100.0,False,,KEP,KEP,False
KEQU,True,Kewaunee Scientific Corporation - Common Stock,Q,G,False,100.0,False,N,,KEQU,False
KERX,True,"Keryx Biopharmaceuticals, Inc. - Common Stock",Q,S,False,100.0,False,N,,KERX,False
KEX,True,Kirby Corporation Common Stock,N, ,False,100.0,False,,KEX,KEX,False
KEY,True,KeyCorp Common Stock,N, ,False,100.0,False,,KEY,KEY,False
KEY$I,True,"KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock, Series E",N, ,False,100.0,False,,KEYpI,KEY-I,False
KEYS,True,Keysight Technologies Inc. Common Stock,N, ,False,100.0,False,,KEYS,KEYS,False
KEYW,True,The KEYW Holding Corporation - Common Stock,Q,Q,False,100.0,False,N,,KEYW,False
KF,True,"Korea Fund, Inc. (The) New Common Stock",N, ,False,100.0,False,,KF,KF,False
KFFB,True,Kentucky First Federal Bancorp - Common Stock,Q,G,False,100.0,False,N,,KFFB,False
KFRC,True,"Kforce, Inc. - Common Stock",Q,Q,False,100.0,False,N,,KFRC,False
KFS,True,"Kingsway Financial Services, Inc. Ordinary Shares",N, ,False,100.0,False,,KFS,KFS,False
KFY,True,Korn/Ferry International Common Stock,N, ,False,100.0,False,,KFY,KFY,False
KFYP,True,KraneShares Zacks New China ETF,P, ,True,100.0,False,,KFYP,KFYP,False
KGC,True,Kinross Gold Corporation Common Stock,N, ,False,100.0,False,,KGC,KGC,False
KGJI,True,Kingold Jewelry Inc. - Common Stock,Q,S,False,100.0,False,N,,KGJI,False
KGRN,True,KraneShares MSCI China Environment Index ETF,P, ,True,100.0,False,,KGRN,KGRN,False
KHC,True,The Kraft Heinz Company - Common Stock,Q,Q,False,100.0,False,N,,KHC,False
KIDS,True,OrthoPediatrics Corp. - Common Stock,Q,G,False,100.0,False,N,,KIDS,False
KIE,True,SPDR S&P Insurance ETF,P, ,True,100.0,False,,KIE,KIE,False
KIM,True,Kimco Realty Corporation Common Stock,N, ,False,100.0,False,,KIM,KIM,False
KIM$I,True,Kimco Realty Corporation DEPOSITARY SH REPSTG 1/1000TH PFD SER I,N, ,False,100.0,False,,KIMpI,KIM-I,False
KIM$J,True,Kimco Realty Corporation Depositary Sh Repstg 1/1000th Pfd CL J %,N, ,False,100.0,False,,KIMpJ,KIM-J,False
KIM$K,True,Kimco Realty Corporation Depositary Shares Representing 1/1000th Preferred Series K,N, ,False,100.0,False,,KIMpK,KIM-K,False
KIM$L,True,"Kimco Realty Corporation Class L Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",N, ,False,100.0,False,,KIMpL,KIM-L,False
KIM$M,True,"Kimco Realty Corporation Class M Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",N, ,False,100.0,False,,KIMpM,KIM-M,False
KIN,True,"Kindred Biosciences, Inc. - Common Stock",Q,S,False,100.0,False,N,,KIN,False
KINS,True,"Kingstone Companies, Inc - Common Stock",Q,S,False,100.0,False,N,,KINS,False
KIO,True,KKR Income Opportunities Fund Common Shares,N, ,False,100.0,False,,KIO,KIO,False
KIQ,True,Kelso Technologies Inc Ordinary Shares,A, ,False,100.0,False,,KIQ,KIQ,False
KIRK,True,"Kirkland's, Inc. - Common Stock",Q,Q,False,100.0,False,N,,KIRK,False
KKR,True,KKR & Co. L.P. Common Units Representing Limited Partnership Interest,N, ,False,100.0,False,,KKR,KKR,False
KKR$A,True,KKR & Co. L.P. 6.75% Series A Preferred Units,N, ,False,100.0,False,,KKRpA,KKR-A,False
KKR$B,True,KKR & Co. L.P. 6.50% Series B Preferred Unit,N, ,False,100.0,False,,KKRpB,KKR-B,False
KL,True,Kirkland Lake Gold Ltd. Common Shares,N, ,False,100.0,False,,KL,KL,False
KLAC,True,KLA-Tencor Corporation - Common Stock,Q,Q,False,100.0,False,N,,KLAC,False
KLDW,True,Knowledge Leaders Developed World ETF,P, ,True,100.0,False,,KLDW,KLDW,False
KLDX,True,Klondex Mines Ltd. Common Stock,A, ,False,100.0,False,,KLDX,KLDX,False
KLIC,True,"Kulicke and Soffa Industries, Inc. - Common Stock",Q,Q,False,100.0,False,N,,KLIC,False
KLXI,True,KLX Inc. - Common Stock,Q,Q,False,100.0,False,N,,KLXI,False
KMB,True,Kimberly-Clark Corporation Common Stock,N, ,False,100.0,False,,KMB,KMB,False
KMDA,True,Kamada Ltd. - Ordinary Shares,Q,Q,False,100.0,False,N,,KMDA,False
KMF,True,"Kayne Anderson Midstream Energy Fund, Inc Common Stock",N, ,False,100.0,False,,KMF,KMF,False
KMG,True,"KMG Chemicals, Inc. Common Stock",N, ,False,100.0,False,,KMG,KMG,False
KMI,True,"Kinder Morgan, Inc. Common Stock",N, ,False,100.0,False,,KMI,KMI,False
KMI$A,True,"Kinder Morgan, Inc. Depositary Shares, each representing a 1/20th interest in a share of 9.75% Series A Mandatory Convertible Preferred Stock",N, ,False,100.0,False,,KMIpA,KMI-A,False
KMM,True,Deutsche  Multi-Market Income Trust Common Sshares of Beneficial Interest,N, ,False,100.0,False,,KMM,KMM,False
KMPA,True,Kemper Corporation 7.375% Subordinated Debentures due 2054,N, ,False,100.0,False,,KMPA,KMPA,False
KMPH,True,"KemPharm, Inc. - Common Stock",Q,G,False,100.0,False,N,,KMPH,False
KMPR,True,Kemper Corporation,N, ,False,100.0,False,,KMPR,KMPR,False
KMT,True,Kennametal Inc. Common Stock,N, ,False,100.0,False,,KMT,KMT,False
KMX,True,CarMax Inc,N, ,False,100.0,False,,KMX,KMX,False
KN,True,Knowles Corporation Common Stock,N, ,False,100.0,False,,KN,KN,False
KND,True,"Kindred Healthcare, Inc. Common Stock",N, ,False,100.0,False,,KND,KND,False
KNDI,True,"Kandi Technologies Group, Inc. - Common Stock",Q,Q,False,100.0,False,N,,KNDI,False
KNG,True,ETF Series Solutions ETF Cboe Vest S&P 500 Dividend Aristocrats Target Income ETF,Z, ,True,100.0,False,,KNG,KNG,False
KNL,True,"Knoll, Inc. Common Stock",N, ,False,100.0,False,,KNL,KNL,False
